Ticker,Date,Bloomberg ESG Score,Bloomberg Environmental Pillar,Bloomberg Governance Pillar,Bloomberg Social Pillar,S&P Global ESG Rank,S&P Global Governance & Economic Dimension Rank,S&P Global Environmental Dimension Rank,S&P Global Social Dimension Rank,Month,Year,Price,Credit Risk Indicator,Beta,Alpha,Issuer Default Risk,30 Day Volatility,P/E Ratio,Revenue,Market Cap,Historical Market Cap,EPS,Yahoo Finance ESG Score,Yahoo Finance Environmental Score,Yahoo Finance Social Score,Yahoo Finance Governance Score,Monthly Return,GICS Sector,GICS Industry,GICS Industry Group,GICS Sub-Industry,Lasso Model
EXR,2021-03-31,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,3,2021,132.55,Crossover,0.3801,1.1485,IG4,27.723,34.0422,358.857,17623.5777,17720.9623,1.54,13.92,5.78,4.0,4.14,0.0544948289578361,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-04-30,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,4,2021,148.69,Crossover,0.414,1.5097,IG2,14.2,38.1873,358.857,19878.7619,17720.9623,1.54,13.92,5.78,4.0,4.14,0.1217653715579025,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-05-31,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,5,2021,149.81,Crossover,0.4368,1.2999,IG1,18.185,38.475,358.857,20033.8606,17720.9623,1.54,13.92,5.78,4.0,4.14,0.0075324500638913,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-06-30,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,6,2021,163.82,Crossover,0.4598,1.5284,IG1,14.43,37.7144,378.63,21907.3963,21917.6595,1.25,13.92,5.78,4.0,4.14,0.093518456711835,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-07-31,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,7,2021,174.14,Crossover,0.462,1.7033,IG1,19.503,40.0902,378.63,23298.3837,21917.6595,1.25,13.92,5.78,4.0,4.14,0.0629959711878891,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-08-31,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,8,2021,186.91,Crossover,0.4928,1.793,IG1,10.476,43.0301,378.63,25009.9266,21917.6595,1.25,13.78,5.64,4.0,4.14,0.0733318019983921,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-09-30,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,9,2021,167.99,Crossover,0.5596,1.1738,IG1,20.181,34.5395,412.492,22478.292,22480.2812,1.41,13.78,5.64,4.0,4.14,-0.1012251885934406,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-10-31,4.32,2.53,6.8,4.74,66.0,78.0,63.0,66.0,10,2021,197.37,Crossover,0.6252,1.8088,IG1,25.938,40.5802,412.492,26409.5511,22480.2812,1.41,13.78,5.64,4.0,4.14,0.1748913625811059,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-11-30,4.32,2.53,6.8,4.74,77.0,84.0,70.0,80.0,11,2021,200.0,Crossover,0.6434,2.2934,IG1,26.083,41.121,412.492,26778.3608,22480.2812,1.41,13.78,5.64,4.0,4.14,0.0133252267315193,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2021-12-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,12,2021,226.73,Crossover,0.6647,2.6133,IG1,23.298,43.3021,427.383,30357.2887,30364.2042,2.0,13.78,5.64,4.0,4.14,0.13365,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-01-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,1,2022,198.19,Crossover,0.742,1.812,IG1,25.557,37.8513,427.383,26536.0166,30364.2042,2.0,13.94,5.86,3.81,4.28,-0.1258765933048118,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-02-28,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,2,2022,188.15,Crossover,0.7169,1.8922,IG2,28.99,35.9339,427.383,25240.8004,30364.2042,2.0,13.94,5.86,3.81,4.28,-0.0506584590544426,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-03-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,3,2022,205.6,Crossover,0.7251,2.0838,IG2,26.734,36.7764,443.562,27581.7622,27602.0212,1.52,13.94,5.86,3.81,4.28,0.0927451501461598,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-04-30,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,4,2022,190.0,Crossover,1.0536,1.8474,IG3,38.019,33.986,443.562,25507.7044,27602.0212,1.52,13.94,5.86,3.81,4.28,-0.0758754863813229,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-05-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,5,2022,178.2,Crossover,1.0616,1.7178,IG4,50.67,31.8753,443.562,23928.6714,27602.0212,1.52,13.94,5.86,3.81,4.28,-0.0621052631578947,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-06-30,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,6,2022,170.12,Crossover,1.0298,1.8849,IG5,30.187,28.5236,474.988,22843.6901,22779.0993,1.73,13.94,5.86,3.81,4.28,-0.0453423120089785,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-07-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,7,2022,189.52,Crossover,1.0096,1.7419,IG4,22.414,31.7763,474.988,25448.7194,22779.0993,1.73,13.94,5.86,3.81,4.28,0.1140371502468846,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-08-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,8,2022,198.73,Crossover,1.01,2.2901,IG4,24.26,33.3206,474.988,26612.3389,22779.0993,1.73,13.94,5.86,3.81,4.28,0.0485964542000842,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-09-30,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,9,2022,172.71,Crossover,1.0752,1.9163,IG5,22.516,27.5983,498.902,23127.9477,23128.9842,1.65,13.94,5.86,3.81,4.28,-0.1309314144819603,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-10-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,10,2022,177.44,Crossover,1.2268,1.7781,IG6,37.419,28.3541,498.902,23761.3517,23128.9842,1.65,13.94,5.86,3.81,4.28,0.0273869492212377,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-11-30,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,11,2022,160.69,Crossover,1.1367,1.0963,IG7,51.716,25.6775,498.902,21519.8503,23128.9842,1.65,13.94,5.86,3.81,4.28,-0.094398106402164,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2022-12-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,12,2022,147.18,Crossover,1.1608,1.1043,IG7,24.924,23.1872,498.902,19710.5705,23128.9842,1.65,14.08,5.99,3.81,4.28,-0.0840749268778392,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2023-01-31,4.38,2.5,6.75,5.58,77.0,84.0,70.0,80.0,1,2023,157.83,Crossover,1.1376,0.8525,IG7,29.038,24.8651,506.718,21136.8348,19710.4957,1.52,,,,,0.072360375050958,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2023-02-28,4.38,2.5,6.75,5.58,81.0,82.0,75.0,85.0,2,2023,164.65,Crossover,1.1221,1.1665,IG7,29.448,25.9395,506.718,22225.286,19710.4957,1.52,,,,,0.0432110498637774,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
EXR,2023-03-31,4.38,2.5,6.75,5.58,81.0,82.0,75.0,85.0,3,2023,162.93,Crossover,1.1028,0.9099,IG7,34.555,25.6685,506.718,21993.1118,19710.4957,1.52,,,,,-0.0104464014576374,Real Estate,Specialized REITs,Equity Real Estate Investment,Self-Storage REITs,
F,2015-01-31,,,,,,,,,1,2015,14.71,,1.1281,-0.9508,IG6,25.336,10.043,,56614.1935,,,71.0,74.0,69.0,72.0,,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-02-28,,,,,,,,,2,2015,16.34,,1.2923,-0.7346,IG6,21.022,11.1558,,64640.0909,,,72.0,74.0,71.0,71.0,0.1108089734874233,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-03-31,,,,,,,,,3,2015,16.14,,1.2641,-0.6948,IG6,18.749,10.7749,33900.0,64154.2583,64162.2497,0.29,72.0,74.0,71.0,71.0,-0.0122399020807832,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-04-30,,,,,,,,,4,2015,15.8,,1.2672,-0.8086,IG6,14.251,10.548,33900.0,62810.6283,64162.2497,0.29,72.0,74.0,71.0,71.0,-0.0210656753407683,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-05-31,,,,,,,,,5,2015,15.17,IG2,1.2202,-1.4353,IG6,14.189,10.1274,33900.0,60306.1539,64162.2497,0.29,72.0,74.0,71.0,71.0,-0.039873417721519,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-06-30,,,,,,,,,6,2015,15.01,IG2,1.1303,-1.4374,IG6,16.647,9.0965,37263.0,59670.0969,59557.2482,0.54,72.0,74.0,71.0,71.0,-0.010547132498352,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-07-31,,,,,,,,,7,2015,14.83,IG2,1.121,-1.5124,IG6,21.019,8.9875,37263.0,58843.0363,59557.2482,0.54,72.0,74.0,69.0,75.0,-0.0119920053297801,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-08-31,,,,,,,,,8,2015,13.87,IG2,1.0571,-1.4805,IG7,29.482,8.4057,37263.0,55033.9119,59557.2482,0.54,71.0,71.0,69.0,75.0,-0.0647336480107889,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-09-30,,,,,,,,,9,2015,13.57,IG2,1.0328,-1.3676,IG7,34.786,6.9159,38144.0,53843.5605,53854.3115,0.55,70.0,71.0,67.0,75.0,-0.0216294160057677,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-10-31,,,,,,,,,10,2015,14.81,IG2,1.0903,-1.2791,IG6,28.172,7.5478,38144.0,58775.4125,53854.3115,0.55,70.0,71.0,67.0,75.0,0.0913780397936625,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-11-30,,,,,,,,,11,2015,14.33,IG2,1.1638,-0.858,IG6,20.838,7.3032,38144.0,56870.47,53854.3115,0.55,70.0,71.0,67.0,75.0,-0.0324105334233626,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2015-12-31,2.98,2.16,6.65,3.26,,,,,12,2015,14.09,Crossover,1.1553,-0.795,IG6,23.951,7.3629,40251.0,55917.9988,55930.4418,0.4703,70.37,71.25,66.69,75.16,-0.0167480809490578,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-01-31,2.98,2.16,6.65,3.26,,,,,1,2016,11.94,Crossover,1.2974,-1.3125,IG8,31.662,6.2394,40251.0,47385.444,55930.4418,0.4703,,,,,-0.1525904897090135,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-02-29,2.98,2.16,6.65,3.26,,,,,2,2016,12.51,Crossover,1.3094,-0.9525,IG8,33.315,6.5372,40251.0,49658.6102,55930.4418,0.4703,68.03,66.44,64.16,75.16,0.0477386934673367,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-03-31,2.98,2.16,6.65,3.26,,,,,3,2016,13.5,Crossover,1.2968,-1.0313,IG7,27.803,5.8676,37718.0,53757.9232,53633.2746,0.62,69.17,66.45,64.17,78.94,0.0791366906474819,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-04-30,2.98,2.16,6.65,3.26,,,,,4,2016,13.56,IG2,1.2947,-1.1372,IG8,26.512,5.8936,37718.0,53871.6457,53633.2746,0.62,69.17,66.45,64.17,78.94,0.0044444444444444,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-05-31,2.98,2.16,6.65,3.26,,,,,5,2016,13.49,IG2,1.2781,-1.3347,IG8,20.585,5.8632,37718.0,53593.5472,53633.2746,0.62,69.17,66.45,64.17,78.94,-0.0051622418879055,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-06-30,2.98,2.16,6.65,3.26,,,,,6,2016,12.57,IG2,1.2815,-1.5704,IG9,29.349,5.5153,39485.0,49938.5388,49943.6377,0.5,69.36,66.45,64.58,78.94,-0.0681986656782801,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-07-31,2.98,2.16,6.65,3.26,,,,,7,2016,12.66,IG2,1.2735,-1.7811,IG8,39.061,5.5548,39485.0,50301.2278,49943.6377,0.5,69.36,66.45,64.58,78.94,0.0071599045346062,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-08-31,2.98,2.16,6.65,3.26,,,,,8,2016,12.6,IG2,1.2245,-1.1464,IG8,30.922,5.5285,39485.0,50062.8334,49943.6377,0.5,,,,,-0.004739336492891,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-09-30,2.98,2.16,6.65,3.26,58.0,58.0,50.0,50.0,9,2016,12.07,IG2,1.2287,-1.2699,IG8,19.098,6.0453,35943.0,47957.0158,47962.7355,0.24,68.46,66.45,64.58,75.95,-0.042063492063492,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-10-31,2.98,2.16,6.65,3.26,58.0,58.0,50.0,50.0,10,2016,11.74,IG2,1.2563,-0.9593,IG8,16.286,5.88,35943.0,46651.4097,47962.7355,0.24,68.46,66.45,64.58,75.95,-0.0273405136702568,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-11-30,2.98,2.16,6.65,3.26,58.0,58.0,50.0,50.0,11,2016,11.96,IG2,1.1938,-1.413,IG8,21.206,5.9902,35943.0,47525.6269,47962.7355,0.24,64.51,66.45,58.5,71.93,0.0187393526405452,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2016-12-31,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,12,2016,12.13,IG2,1.1955,-1.3938,IG8,23.778,7.4658,35943.0,48201.1584,47962.7355,0.24,65.07,66.28,58.5,73.93,0.0142140468227425,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-01-31,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,1,2017,12.36,IG2,1.1245,-1.5563,IG8,27.647,7.6073,38654.0,49115.1127,48208.2247,-0.1987,63.27,66.28,54.5,73.93,0.0189612530915086,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-02-28,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,2,2017,12.53,IG2,1.1276,-1.728,IG7,19.099,7.712,38654.0,49797.9432,48208.2247,-0.1987,,,,,0.0137540453074433,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-03-31,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,3,2017,11.64,IG2,1.1372,-1.9587,IG8,19.258,8.6259,39146.0,46349.2896,46350.3206,0.4,63.27,66.28,54.5,73.93,-0.0710295291300876,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-04-30,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,4,2017,11.47,IG2,1.1375,-1.9349,IG7,20.992,8.4999,39146.0,45673.3834,46350.3206,0.4,62.9,66.28,53.67,73.93,-0.0146048109965635,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-05-31,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,5,2017,11.12,IG2,1.1652,-2.0788,IG8,21.235,8.2405,39146.0,44279.6882,46350.3206,0.4,62.9,66.28,53.67,73.93,-0.0305143853530951,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-06-30,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,6,2017,11.19,IG2,1.1637,-1.9894,IG7,15.428,8.0557,39853.0,44558.4268,44443.94,0.51,62.9,66.28,53.67,73.93,0.006294964028777,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-07-31,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,7,2017,11.22,IG2,1.1692,-1.9321,IG7,19.223,8.0773,39853.0,44563.0927,44443.94,0.51,63.47,66.28,53.67,75.82,0.002680965147453,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-08-31,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,8,2017,11.03,IG2,1.2562,-2.1908,IG7,15.588,7.9406,39853.0,43808.4592,44443.94,0.51,63.47,66.28,53.67,75.82,-0.0169340463458111,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-09-30,2.92,2.16,6.48,3.37,58.0,58.0,50.0,50.0,9,2017,11.97,IG2,1.3356,-2.1493,IG6,11.626,7.6494,39853.0,47541.909,44443.94,0.51,59.5,61.18,47.67,75.83,0.0852221214868542,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-10-31,2.92,2.16,6.48,3.37,42.0,50.0,35.0,31.0,10,2017,12.27,IG2,1.3887,-2.0657,IG6,15.913,7.8412,36451.0,48740.1479,47548.4572,0.4,59.5,61.18,47.68,75.83,0.0250626566416038,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-11-30,2.92,2.16,6.48,3.37,42.0,50.0,35.0,31.0,11,2017,12.52,IG2,1.3854,-2.0748,IG5,16.607,8.0009,36451.0,49733.2234,47548.4572,0.4,59.5,61.18,47.67,75.83,0.0203748981255094,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2017-12-31,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,12,2017,12.49,IG2,1.4396,-2.2883,IG5,13.696,6.7572,36451.0,49614.0544,47548.4572,0.4,59.5,61.18,47.67,75.83,-0.0023961661341852,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-01-31,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,1,2018,10.97,IG2,0.7301,-1.4731,IG6,30.617,5.9348,41326.0,43576.155,49627.1622,0.634,59.5,61.18,47.67,75.83,-0.1216973578863089,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-02-28,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,2,2018,10.61,IG2,0.7143,-1.4174,IG7,32.316,5.7401,41326.0,42157.2611,49627.1622,0.634,58.9,61.18,47.68,73.83,-0.0328167730173201,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-03-31,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,3,2018,11.08,IG2,0.3301,-0.7295,IG7,23.584,5.9065,41326.0,44024.7363,49627.1622,0.634,61.09,60.78,52.4,74.39,0.0442978322337417,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-04-30,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,4,2018,11.24,IG2,0.3244,-0.6866,IG7,27.016,5.9918,41959.0,44790.8792,44153.2866,0.44,61.09,60.78,52.4,74.39,0.0144404332129963,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-05-31,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,5,2018,11.55,IG2,0.3486,-0.5814,IG6,19.323,6.157,41959.0,46026.2148,44153.2866,0.44,61.09,60.78,52.4,74.39,0.0275800711743772,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-06-30,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,6,2018,11.07,IG2,0.3218,-0.4263,IG7,15.437,7.1484,41959.0,44113.4371,44153.2866,0.44,61.09,60.78,52.4,74.39,-0.0415584415584415,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-07-31,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,7,2018,10.04,IG2,0.1592,-0.577,IG7,22.754,6.4833,38920.0,40016.6944,44121.9928,0.27,61.09,60.78,52.4,74.39,-0.0930442637759711,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-08-31,4.04,3.11,6.43,3.76,42.0,50.0,35.0,31.0,8,2018,9.48,IG2,0.1108,-0.6627,IG8,28.611,6.1217,38920.0,37784.6876,44121.9928,0.27,61.09,60.78,52.4,74.39,-0.0557768924302787,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-09-30,4.04,3.11,6.43,3.76,38.0,42.0,42.0,23.0,9,2018,9.25,IG2,0.0874,-0.5364,IG8,22.989,6.5039,38920.0,36867.9705,44121.9928,0.27,61.09,60.78,52.4,74.39,-0.0242616033755275,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-10-31,4.04,3.11,6.43,3.76,38.0,42.0,42.0,23.0,10,2018,9.55,IG2,0.0097,-0.2416,IG8,41.195,6.7148,37666.0,37988.9773,36795.6063,0.25,60.99,60.38,52.4,74.39,0.0324324324324325,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-11-30,4.04,3.11,6.43,3.76,38.0,42.0,42.0,23.0,11,2018,9.41,IG2,-0.0315,-0.3529,IG8,41.151,6.6164,37666.0,37432.0709,36795.6063,0.25,60.99,60.38,52.4,74.39,-0.0146596858638744,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2018-12-31,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,12,2018,7.65,IG2,0.5504,-2.0412,IG10,32.92,7.1407,41793.0,30430.9609,30484.8955,-0.0292,60.99,60.38,52.4,74.39,-0.1870350690754516,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-01-31,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,1,2019,8.8,IG2,0.7778,-1.7023,IG9,42.184,8.2141,41793.0,35005.5498,30484.8955,-0.0292,60.99,60.38,52.4,74.39,0.150326797385621,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-02-28,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,2,2019,8.77,IG2,0.7707,-1.7452,IG9,29.027,8.1861,41793.0,34891.8987,30484.8955,-0.0292,61.57,60.38,53.69,74.39,-0.003409090909091,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-03-31,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,3,2019,8.78,IG2,0.7619,-1.4836,IG9,25.223,8.1163,41793.0,35027.9776,30484.8955,-0.0292,61.57,60.38,53.69,74.39,0.001140250855188,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-04-30,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,4,2019,10.45,IG2,0.8795,-0.7432,IG7,36.264,9.6601,40342.0,41690.7547,35028.213,0.29,61.57,60.38,53.69,74.39,0.1902050113895217,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-05-31,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,5,2019,9.52,IG2,0.9163,-0.8931,IG8,36.951,8.8004,40342.0,37980.477,35028.213,0.29,61.57,60.38,53.69,74.39,-0.0889952153110047,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-06-30,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,6,2019,10.23,IG2,0.9403,-0.8745,IG8,20.805,8.7495,40342.0,40813.0546,35028.213,0.29,61.56,60.32,53.69,74.39,0.0745798319327732,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-07-31,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,7,2019,9.53,IG2,0.9361,-1.1417,IG8,29.488,8.1508,38853.0,38023.2067,40816.097,0.04,61.56,60.32,53.69,74.39,-0.0684261974584555,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-08-31,3.96,3.19,6.56,3.38,38.0,42.0,42.0,23.0,8,2019,9.17,IG2,0.9397,-1.1626,IG8,32.431,7.8429,38853.0,36586.8631,40816.097,0.04,61.56,60.32,53.69,74.39,-0.0377754459601258,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-09-30,3.96,3.19,6.56,3.38,39.0,32.0,42.0,39.0,9,2019,9.16,IG2,0.9188,-1.5787,IG8,19.247,8.2355,36990.0,36546.9646,36318.4565,0.11,61.53,60.32,53.62,74.39,-0.0010905125408942,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-10-31,3.96,3.19,6.56,3.38,39.0,32.0,42.0,39.0,10,2019,8.59,IG2,0.9053,-1.8313,IG9,31.098,7.7231,36990.0,34058.4652,36318.4565,0.11,64.61,59.42,60.2,75.55,-0.0622270742358078,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-11-30,3.96,3.19,6.56,3.38,39.0,32.0,42.0,39.0,11,2019,9.06,Crossover,0.9192,-1.7262,IG8,30.701,8.1456,36990.0,35921.9668,36318.4565,0.11,29.87,10.42,9.23,10.22,0.0547147846332947,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2019-12-31,4.63,4.48,6.41,5.79,39.0,32.0,42.0,39.0,12,2019,9.3,Crossover,1.057,-1.1425,IG8,17.154,8.3165,39715.0,36873.5421,36873.852,-0.4222,29.87,10.42,9.23,10.22,0.0264900662251654,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2020-01-31,4.63,4.48,6.41,5.79,39.0,32.0,42.0,39.0,1,2020,8.82,Crossover,1.0622,-1.3076,IG7,13.537,8.3165,39715.0,34970.3915,36873.852,-0.4222,29.87,10.42,9.23,10.22,-0.0516129032258064,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
F,2020-02-29,4.63,4.48,6.41,5.79,39.0,32.0,42.0,39.0,2,2020,6.96,Crossover,1.2165,-1.9479,IG9,37.597,8.3165,39715.0,27595.9151,36873.852,-0.4222,29.67,10.22,9.23,10.22,-0.2108843537414966,Consumer Discretionary,Automobiles,Automobiles & Components,Automobile Manufacturers,
